risk_history_id,customer_id,credit_score_band,credit_score,risk_segment,income_band,employment_status,effective_start_date,effective_end_date,is_current
4523,3756,Very Good,759,Low,60K-90K,Employed,2023-01-01,2099-12-31,True
4524,3757,Very Good,755,Low,125K-200K,Employed,2023-01-01,2099-12-31,True
4525,3758,Good,716,High,60K-90K,Employed,2023-01-01,2099-12-31,True
4526,3759,Excellent,835,New/Thin File,<40K,Newcomer/Temporary,2023-01-01,2099-12-31,True
4527,3760,Good,676,Low,40K-60K,Employed,2023-01-01,2099-12-31,True
4528,3761,Very Good,759,Low,125K-200K,Retired,2023-01-01,2099-12-31,True
4529,3762,Good,710,High,90K-125K,Self-employed,2023-01-01,2099-12-31,True
4530,3763,Good,,Low,40K-60K,Retired,2023-01-01,2024-12-31,False
4531,3763,Very Good,757,Medium,40K-60K,Retired,2025-01-01,2099-12-31,True
4532,3764,Excellent,845,Medium,60K-90K,Employed,2023-01-01,2099-12-31,True
4533,3765,Excellent,795,Medium,125K-200K,Retired,2023-01-01,2099-12-31,True
4534,3766,Fair,594,Low,125K-200K,Student,2023-01-01,2099-12-31,True
4535,3767,Excellent,796,Medium,125K-200K,Employed,2023-01-01,2099-12-31,True
4536,3768,Fair,584,Low,90K-125K,Employed,2023-01-01,2099-12-31,True
4537,3769,Fair,,Medium,<40K,Newcomer/Temporary,2023-01-01,2024-12-31,False
4538,3769,Good,694,Low,<40K,Newcomer/Temporary,2025-01-01,2099-12-31,True
4539,3770,Very Good,763,Medium,90K-125K,Self-employed,2023-01-01,2099-12-31,True
4540,3771,Good,699,Low,90K-125K,Retired,2023-01-01,2099-12-31,True
4541,3772,Good,691,Low,60K-90K,Employed,2023-01-01,2099-12-31,True
4542,3773,Fair,595,High,<40K,Self-employed,2023-01-01,2099-12-31,True
4543,3774,Fair,653,High,60K-90K,Employed,2023-01-01,2099-12-31,True
4544,3775,Very Good,773,Medium,60K-90K,Retired,2023-01-01,2099-12-31,True
4545,3776,Good,672,Medium,125K-200K,Employed,2023-01-01,2099-12-31,True
4546,3777,Excellent,836,Medium,90K-125K,Employed,2023-01-01,2099-12-31,True
4547,3778,Very Good,758,Medium,90K-125K,Employed,2023-01-01,2099-12-31,True
4548,3779,Very Good,745,Low,90K-125K,Self-employed,2023-01-01,2099-12-31,True
4549,3780,Poor,,Low,90K-125K,Retired,2023-01-01,2024-12-31,False
4550,3780,Good,713,Medium,90K-125K,Retired,2025-01-01,2099-12-31,True
4551,3781,Fair,618,High,60K-90K,Employed,2023-01-01,2099-12-31,True
4552,3782,Excellent,841,Low,200K+,Newcomer/Temporary,2023-01-01,2099-12-31,True
4553,3783,Poor,544,High,90K-125K,Employed,2023-01-01,2099-12-31,True
4554,3784,Good,666,Low,<40K,Employed,2023-01-01,2099-12-31,True
4555,3785,Excellent,,New/Thin File,60K-90K,Employed,2023-01-01,2024-12-31,False
4556,3785,Good,695,High,60K-90K,Employed,2025-01-01,2099-12-31,True
4557,3786,Fair,590,High,60K-90K,Employed,2023-01-01,2099-12-31,True
4558,3787,No Score,,Medium,60K-90K,Employed,2023-01-01,2099-12-31,True
4559,3788,Excellent,835,New/Thin File,90K-125K,Employed,2023-01-01,2099-12-31,True
4560,3789,Poor,531,Medium,<40K,Employed,2023-01-01,2099-12-31,True
4561,3790,Very Good,748,Low,125K-200K,Retired,2023-01-01,2099-12-31,True
4562,3791,Very Good,745,Low,40K-60K,Employed,2023-01-01,2099-12-31,True
4563,3792,Fair,610,High,125K-200K,Unemployed,2023-01-01,2099-12-31,True
4564,3793,Poor,529,High,40K-60K,Employed,2023-01-01,2099-12-31,True
4565,3794,Excellent,,Medium,<40K,Employed,2023-01-01,2024-12-31,False
4566,3794,Excellent,848,Medium,<40K,Employed,2025-01-01,2099-12-31,True
4567,3795,Good,673,Low,<40K,Employed,2023-01-01,2099-12-31,True
4568,3796,Fair,658,Medium,60K-90K,Employed,2023-01-01,2099-12-31,True
4569,3797,Very Good,738,Medium,200K+,Retired,2023-01-01,2099-12-31,True
4570,3798,Very Good,737,Low,<40K,Student,2023-01-01,2099-12-31,True
4571,3799,Poor,556,High,40K-60K,Employed,2023-01-01,2099-12-31,True
4572,3800,Very Good,777,Low,60K-90K,Self-employed,2023-01-01,2099-12-31,True
4573,3801,Good,684,High,60K-90K,Newcomer/Temporary,2023-01-01,2099-12-31,True
4574,3802,Very Good,742,Low,90K-125K,Employed,2023-01-01,2099-12-31,True
4575,3803,Excellent,842,Medium,<40K,Employed,2023-01-01,2099-12-31,True
4576,3804,Good,685,Medium,90K-125K,Newcomer/Temporary,2023-01-01,2099-12-31,True
4577,3805,Good,669,Medium,60K-90K,Employed,2023-01-01,2099-12-31,True
4578,3806,Very Good,779,Low,40K-60K,Retired,2023-01-01,2099-12-31,True
4579,3807,Excellent,832,Medium,60K-90K,Employed,2023-01-01,2099-12-31,True
4580,3808,Very Good,736,Medium,90K-125K,Employed,2023-01-01,2099-12-31,True
4581,3809,Excellent,,Low,40K-60K,Unemployed,2023-01-01,2024-12-31,False
4582,3809,Excellent,786,Low,40K-60K,Unemployed,2025-01-01,2099-12-31,True
4583,3810,Good,711,Low,40K-60K,Unemployed,2023-01-01,2099-12-31,True
4584,3811,Good,705,Medium,40K-60K,Self-employed,2023-01-01,2099-12-31,True
4585,3812,Fair,654,High,40K-60K,Employed,2023-01-01,2099-12-31,True
4586,3813,Very Good,740,Medium,40K-60K,Employed,2023-01-01,2099-12-31,True
4587,3814,Very Good,762,Low,40K-60K,Retired,2023-01-01,2099-12-31,True
4588,3815,Good,668,Low,60K-90K,Student,2023-01-01,2099-12-31,True
4589,3816,Excellent,,Low,<40K,Employed,2023-01-01,2024-12-31,False
4590,3816,Good,721,New/Thin File,<40K,Employed,2025-01-01,2099-12-31,True
4591,3817,Excellent,,Low,<40K,Retired,2023-01-01,2024-12-31,False
4592,3817,Excellent,797,New/Thin File,<40K,Retired,2025-01-01,2099-12-31,True
4593,3818,Very Good,762,New/Thin File,200K+,Self-employed,2023-01-01,2099-12-31,True
4594,3819,Excellent,812,Medium,125K-200K,Unemployed,2023-01-01,2099-12-31,True
4595,3820,Good,665,Medium,90K-125K,Employed,2023-01-01,2099-12-31,True
4596,3821,Poor,,New/Thin File,125K-200K,Student,2023-01-01,2024-12-31,False
4597,3821,Excellent,813,Medium,125K-200K,Student,2025-01-01,2099-12-31,True
4598,3822,Very Good,,New/Thin File,<40K,Unemployed,2023-01-01,2024-12-31,False
4599,3822,Very Good,756,Low,<40K,Unemployed,2025-01-01,2099-12-31,True
4600,3823,Fair,586,High,90K-125K,Self-employed,2023-01-01,2099-12-31,True
4601,3824,Excellent,827,High,200K+,Employed,2023-01-01,2099-12-31,True
4602,3825,Fair,615,High,<40K,Retired,2023-01-01,2099-12-31,True
4603,3826,No Score,,Medium,60K-90K,Retired,2023-01-01,2099-12-31,True
4604,3827,Very Good,770,Low,200K+,Employed,2023-01-01,2099-12-31,True
4605,3828,Poor,525,High,40K-60K,Employed,2023-01-01,2099-12-31,True
4606,3829,No Score,,Low,125K-200K,Unemployed,2023-01-01,2024-12-31,False
4607,3829,Very Good,765,Medium,125K-200K,Unemployed,2025-01-01,2099-12-31,True
4608,3830,Very Good,730,Medium,<40K,Student,2023-01-01,2099-12-31,True
4609,3831,Excellent,807,Medium,125K-200K,Employed,2023-01-01,2099-12-31,True
4610,3832,Good,666,Low,40K-60K,Unemployed,2023-01-01,2099-12-31,True
4611,3833,Very Good,745,Low,60K-90K,Retired,2023-01-01,2099-12-31,True
4612,3834,Good,697,Medium,40K-60K,Retired,2023-01-01,2099-12-31,True
4613,3835,Good,692,High,125K-200K,Retired,2023-01-01,2099-12-31,True
4614,3836,Very Good,742,Medium,90K-125K,Self-employed,2023-01-01,2099-12-31,True
4615,3837,Excellent,787,Low,90K-125K,Employed,2023-01-01,2099-12-31,True
4616,3838,Very Good,755,Medium,<40K,Retired,2023-01-01,2099-12-31,True
4617,3839,Fair,,Medium,90K-125K,Retired,2023-01-01,2024-12-31,False
4618,3839,Very Good,773,Low,90K-125K,Retired,2025-01-01,2099-12-31,True
4619,3840,Good,714,High,<40K,Employed,2023-01-01,2099-12-31,True
4620,3841,Good,,High,<40K,Employed,2023-01-01,2024-12-31,False
4621,3841,Good,721,Medium,<40K,Employed,2025-01-01,2099-12-31,True
4622,3842,Very Good,732,Medium,125K-200K,Employed,2023-01-01,2099-12-31,True
4623,3843,Fair,659,High,60K-90K,Employed,2023-01-01,2099-12-31,True
4624,3844,Very Good,757,Medium,60K-90K,Employed,2023-01-01,2099-12-31,True
4625,3845,Very Good,735,Low,40K-60K,Employed,2023-01-01,2099-12-31,True
4626,3846,Fair,637,High,60K-90K,Employed,2023-01-01,2099-12-31,True
4627,3847,Fair,,New/Thin File,<40K,Employed,2023-01-01,2024-12-31,False
4628,3847,Excellent,834,Medium,<40K,Employed,2025-01-01,2099-12-31,True
4629,3848,Poor,562,Low,60K-90K,Employed,2023-01-01,2099-12-31,True
4630,3849,Very Good,757,Low,60K-90K,Self-employed,2023-01-01,2099-12-31,True
4631,3850,Excellent,848,Low,90K-125K,Employed,2023-01-01,2099-12-31,True
4632,3851,No Score,,Low,<40K,Employed,2023-01-01,2099-12-31,True
4633,3852,Poor,558,High,90K-125K,Employed,2023-01-01,2099-12-31,True
4634,3853,Good,711,High,60K-90K,Employed,2023-01-01,2099-12-31,True
4635,3854,Good,678,Medium,200K+,Student,2023-01-01,2099-12-31,True
4636,3855,Excellent,,High,<40K,Employed,2023-01-01,2024-12-31,False
4637,3855,Very Good,773,Low,<40K,Employed,2025-01-01,2099-12-31,True
4638,3856,No Score,,High,40K-60K,Employed,2023-01-01,2024-12-31,False
4639,3856,Good,661,Low,40K-60K,Employed,2025-01-01,2099-12-31,True
4640,3857,Fair,617,High,125K-200K,Self-employed,2023-01-01,2099-12-31,True
4641,3858,Fair,642,Low,125K-200K,Student,2023-01-01,2099-12-31,True
4642,3859,Good,673,Medium,40K-60K,Student,2023-01-01,2099-12-31,True
4643,3860,Excellent,847,Medium,90K-125K,Self-employed,2023-01-01,2099-12-31,True
4644,3861,Excellent,,Low,40K-60K,Employed,2023-01-01,2024-12-31,False
4645,3861,Fair,618,Medium,40K-60K,Employed,2025-01-01,2099-12-31,True
4646,3862,Excellent,,Medium,<40K,Employed,2023-01-01,2024-12-31,False
4647,3862,Very Good,757,Low,<40K,Employed,2025-01-01,2099-12-31,True
4648,3863,Good,694,Medium,40K-60K,Employed,2023-01-01,2099-12-31,True
4649,3864,Good,,High,<40K,Unemployed,2023-01-01,2024-12-31,False
4650,3864,Good,705,Low,<40K,Unemployed,2025-01-01,2099-12-31,True
4651,3865,Excellent,826,New/Thin File,60K-90K,Self-employed,2023-01-01,2099-12-31,True
4652,3866,Fair,620,High,200K+,Employed,2023-01-01,2099-12-31,True
4653,3867,Very Good,777,Medium,125K-200K,Employed,2023-01-01,2099-12-31,True
4654,3868,Good,703,Low,125K-200K,Employed,2023-01-01,2099-12-31,True
4655,3869,Very Good,753,Medium,90K-125K,Employed,2023-01-01,2099-12-31,True
4656,3870,Very Good,735,High,40K-60K,Employed,2023-01-01,2099-12-31,True
4657,3871,Excellent,832,Low,40K-60K,Employed,2023-01-01,2099-12-31,True
4658,3872,Poor,,Low,<40K,Employed,2023-01-01,2024-12-31,False
4659,3872,Poor,559,High,<40K,Employed,2025-01-01,2099-12-31,True
4660,3873,Poor,541,High,60K-90K,Unemployed,2023-01-01,2099-12-31,True
4661,3874,Good,666,Medium,60K-90K,Employed,2023-01-01,2099-12-31,True
4662,3875,Good,673,Low,<40K,Unemployed,2023-01-01,2099-12-31,True
4663,3876,Excellent,812,Low,40K-60K,Newcomer/Temporary,2023-01-01,2099-12-31,True
4664,3877,Very Good,733,Low,90K-125K,Employed,2023-01-01,2099-12-31,True
4665,3878,Poor,,New/Thin File,<40K,Employed,2023-01-01,2024-12-31,False
4666,3878,Good,679,Low,<40K,Employed,2025-01-01,2099-12-31,True
4667,3879,Good,711,Medium,90K-125K,Employed,2023-01-01,2099-12-31,True
4668,3880,Fair,643,High,<40K,Retired,2023-01-01,2099-12-31,True
4669,3881,Fair,614,High,60K-90K,Self-employed,2023-01-01,2099-12-31,True
4670,3882,Good,703,Medium,200K+,Employed,2023-01-01,2099-12-31,True
4671,3883,Good,715,Medium,200K+,Employed,2023-01-01,2099-12-31,True
4672,3884,Fair,629,High,60K-90K,Employed,2023-01-01,2099-12-31,True
4673,3885,Good,695,Medium,40K-60K,Newcomer/Temporary,2023-01-01,2099-12-31,True
4674,3886,Poor,,Low,90K-125K,Employed,2023-01-01,2024-12-31,False
4675,3886,Fair,636,Low,90K-125K,Employed,2025-01-01,2099-12-31,True
4676,3887,Good,665,Low,40K-60K,Employed,2023-01-01,2099-12-31,True
4677,3888,Poor,,Low,90K-125K,Employed,2023-01-01,2024-12-31,False
4678,3888,Excellent,849,Low,90K-125K,Employed,2025-01-01,2099-12-31,True
4679,3889,Fair,601,New/Thin File,125K-200K,Employed,2023-01-01,2099-12-31,True
4680,3890,Good,690,Low,90K-125K,Unemployed,2023-01-01,2099-12-31,True
4681,3891,Excellent,781,High,125K-200K,Employed,2023-01-01,2099-12-31,True
4682,3892,Good,680,Low,40K-60K,Newcomer/Temporary,2023-01-01,2099-12-31,True
4683,3893,Good,679,Low,60K-90K,Student,2023-01-01,2099-12-31,True
4684,3894,Fair,647,High,60K-90K,Employed,2023-01-01,2099-12-31,True
4685,3895,Excellent,782,Low,40K-60K,Employed,2023-01-01,2099-12-31,True
4686,3896,Good,,Medium,60K-90K,Retired,2023-01-01,2024-12-31,False
4687,3896,Very Good,755,Low,60K-90K,Retired,2025-01-01,2099-12-31,True
4688,3897,Good,694,Low,125K-200K,Employed,2023-01-01,2099-12-31,True
4689,3898,Fair,,High,60K-90K,Employed,2023-01-01,2024-12-31,False
4690,3898,Good,702,New/Thin File,60K-90K,Employed,2025-01-01,2099-12-31,True
4691,3899,Very Good,769,High,125K-200K,Self-employed,2023-01-01,2099-12-31,True
4692,3900,Good,679,Low,<40K,Employed,2023-01-01,2099-12-31,True
4693,3901,Fair,608,High,90K-125K,Employed,2023-01-01,2099-12-31,True
4694,3902,Fair,580,High,60K-90K,Employed,2023-01-01,2099-12-31,True
4695,3903,Very Good,775,Medium,90K-125K,Newcomer/Temporary,2023-01-01,2099-12-31,True
4696,3904,Poor,554,High,60K-90K,Employed,2023-01-01,2099-12-31,True
4697,3905,No Score,,Medium,<40K,Self-employed,2023-01-01,2099-12-31,True
4698,3906,Very Good,767,Low,125K-200K,Employed,2023-01-01,2099-12-31,True
4699,3907,Fair,630,High,<40K,Employed,2023-01-01,2099-12-31,True
4700,3908,Very Good,,High,60K-90K,Self-employed,2023-01-01,2024-12-31,False
4701,3908,Very Good,772,Low,60K-90K,Self-employed,2025-01-01,2099-12-31,True
4702,3909,Very Good,732,High,60K-90K,Employed,2023-01-01,2099-12-31,True
4703,3910,No Score,,Low,200K+,Retired,2023-01-01,2024-12-31,False
4704,3910,Very Good,737,Medium,200K+,Retired,2025-01-01,2099-12-31,True
4705,3911,Poor,573,High,125K-200K,Unemployed,2023-01-01,2099-12-31,True
4706,3912,Very Good,756,New/Thin File,<40K,Unemployed,2023-01-01,2099-12-31,True
4707,3913,Excellent,817,New/Thin File,40K-60K,Unemployed,2023-01-01,2099-12-31,True
4708,3914,Good,683,Low,125K-200K,Employed,2023-01-01,2099-12-31,True
4709,3915,Good,,High,125K-200K,Employed,2023-01-01,2024-12-31,False
4710,3915,Very Good,767,New/Thin File,125K-200K,Employed,2025-01-01,2099-12-31,True
4711,3916,Very Good,761,Low,<40K,Retired,2023-01-01,2099-12-31,True
4712,3917,Fair,,Medium,200K+,Employed,2023-01-01,2024-12-31,False
4713,3917,Fair,612,High,200K+,Employed,2025-01-01,2099-12-31,True
4714,3918,Very Good,747,Low,<40K,Newcomer/Temporary,2023-01-01,2099-12-31,True
4715,3919,Excellent,835,Medium,<40K,Employed,2023-01-01,2099-12-31,True
4716,3920,Poor,562,High,40K-60K,Retired,2023-01-01,2099-12-31,True
4717,3921,Good,698,Low,<40K,Newcomer/Temporary,2023-01-01,2099-12-31,True
4718,3922,Fair,640,High,125K-200K,Employed,2023-01-01,2099-12-31,True
4719,3923,Very Good,779,Medium,200K+,Student,2023-01-01,2099-12-31,True
4720,3924,Good,716,High,40K-60K,Retired,2023-01-01,2099-12-31,True
4721,3925,Excellent,812,Medium,40K-60K,Retired,2023-01-01,2099-12-31,True
4722,3926,Fair,606,High,<40K,Employed,2023-01-01,2099-12-31,True
4723,3927,No Score,,Low,<40K,Employed,2023-01-01,2024-12-31,False
4724,3927,Excellent,847,New/Thin File,<40K,Employed,2025-01-01,2099-12-31,True
4725,3928,Very Good,769,Low,200K+,Employed,2023-01-01,2099-12-31,True
4726,3929,No Score,,Low,90K-125K,Employed,2023-01-01,2099-12-31,True
4727,3930,Good,685,Low,<40K,Employed,2023-01-01,2099-12-31,True
4728,3931,Excellent,,High,90K-125K,Retired,2023-01-01,2024-12-31,False
4729,3931,Good,663,Low,90K-125K,Retired,2025-01-01,2099-12-31,True
4730,3932,No Score,,New/Thin File,90K-125K,Unemployed,2023-01-01,2099-12-31,True
4731,3933,Excellent,834,Medium,40K-60K,Employed,2023-01-01,2099-12-31,True
4732,3934,Very Good,753,High,40K-60K,Employed,2023-01-01,2099-12-31,True
4733,3935,Good,667,Low,90K-125K,Employed,2023-01-01,2099-12-31,True
4734,3936,Very Good,756,Low,60K-90K,Employed,2023-01-01,2099-12-31,True
4735,3937,Poor,,Low,60K-90K,Employed,2023-01-01,2024-12-31,False
4736,3937,Very Good,731,Low,60K-90K,Employed,2025-01-01,2099-12-31,True
4737,3938,Fair,630,Medium,200K+,Employed,2023-01-01,2099-12-31,True
4738,3939,Very Good,750,Low,125K-200K,Employed,2023-01-01,2099-12-31,True
4739,3940,Excellent,784,Medium,<40K,Employed,2023-01-01,2099-12-31,True
4740,3941,Very Good,,New/Thin File,90K-125K,Employed,2023-01-01,2024-12-31,False
4741,3941,Good,664,Low,90K-125K,Employed,2025-01-01,2099-12-31,True
4742,3942,Good,678,Medium,60K-90K,Employed,2023-01-01,2099-12-31,True
4743,3943,Fair,590,Medium,<40K,Employed,2023-01-01,2099-12-31,True
4744,3944,Very Good,,New/Thin File,40K-60K,Employed,2023-01-01,2024-12-31,False
4745,3944,Very Good,769,Medium,40K-60K,Employed,2025-01-01,2099-12-31,True
4746,3945,Very Good,743,Medium,60K-90K,Employed,2023-01-01,2099-12-31,True
4747,3946,Good,682,Low,<40K,Employed,2023-01-01,2099-12-31,True
4748,3947,Good,673,New/Thin File,60K-90K,Employed,2023-01-01,2099-12-31,True
4749,3948,No Score,,Medium,90K-125K,Self-employed,2023-01-01,2099-12-31,True
4750,3949,Good,698,Medium,200K+,Employed,2023-01-01,2099-12-31,True
4751,3950,Good,706,Low,125K-200K,Student,2023-01-01,2099-12-31,True
4752,3951,Excellent,803,Medium,40K-60K,Employed,2023-01-01,2099-12-31,True
4753,3952,Very Good,772,High,125K-200K,Employed,2023-01-01,2099-12-31,True
4754,3953,Very Good,778,Low,125K-200K,Employed,2023-01-01,2099-12-31,True
4755,3954,Fair,586,High,40K-60K,Employed,2023-01-01,2099-12-31,True
4756,3955,Poor,,Medium,60K-90K,Self-employed,2023-01-01,2024-12-31,False
4757,3955,Very Good,743,Medium,60K-90K,Self-employed,2025-01-01,2099-12-31,True
4758,3956,Good,,Low,40K-60K,Unemployed,2023-01-01,2024-12-31,False
4759,3956,Very Good,727,Low,40K-60K,Unemployed,2025-01-01,2099-12-31,True
4760,3957,Excellent,,Medium,125K-200K,Retired,2023-01-01,2024-12-31,False
4761,3957,Fair,631,Low,125K-200K,Retired,2025-01-01,2099-12-31,True
4762,3958,Good,694,Medium,90K-125K,Employed,2023-01-01,2099-12-31,True
4763,3959,Very Good,758,Medium,<40K,Employed,2023-01-01,2099-12-31,True
4764,3960,Fair,583,High,125K-200K,Newcomer/Temporary,2023-01-01,2099-12-31,True
4765,3961,Excellent,793,Medium,125K-200K,Employed,2023-01-01,2099-12-31,True
4766,3962,Very Good,747,Low,40K-60K,Self-employed,2023-01-01,2099-12-31,True
4767,3963,No Score,,Medium,90K-125K,Student,2023-01-01,2024-12-31,False
4768,3963,Good,711,Low,90K-125K,Student,2025-01-01,2099-12-31,True
4769,3964,Very Good,759,Medium,40K-60K,Student,2023-01-01,2099-12-31,True
4770,3965,Good,701,Low,40K-60K,Employed,2023-01-01,2099-12-31,True
4771,3966,Very Good,778,Medium,90K-125K,Employed,2023-01-01,2099-12-31,True
4772,3967,Good,666,Low,60K-90K,Retired,2023-01-01,2099-12-31,True
4773,3968,Very Good,779,Low,<40K,Retired,2023-01-01,2099-12-31,True
4774,3969,Excellent,,New/Thin File,125K-200K,Employed,2023-01-01,2024-12-31,False
4775,3969,Very Good,729,Medium,125K-200K,Employed,2025-01-01,2099-12-31,True
4776,3970,Excellent,838,Low,60K-90K,Employed,2023-01-01,2099-12-31,True
4777,3971,Poor,558,High,125K-200K,Employed,2023-01-01,2099-12-31,True
4778,3972,Good,686,Medium,125K-200K,Employed,2023-01-01,2099-12-31,True
4779,3973,Good,663,New/Thin File,125K-200K,Employed,2023-01-01,2099-12-31,True
4780,3974,Fair,609,Medium,60K-90K,Employed,2023-01-01,2099-12-31,True
4781,3975,Very Good,747,Medium,<40K,Self-employed,2023-01-01,2099-12-31,True
4782,3976,Good,,Low,60K-90K,Employed,2023-01-01,2024-12-31,False
4783,3976,Good,680,Medium,60K-90K,Employed,2025-01-01,2099-12-31,True
4784,3977,No Score,,New/Thin File,<40K,Employed,2023-01-01,2099-12-31,True
4785,3978,Fair,,New/Thin File,90K-125K,Employed,2023-01-01,2024-12-31,False
4786,3978,Excellent,813,Low,90K-125K,Employed,2025-01-01,2099-12-31,True
4787,3979,Very Good,727,Low,<40K,Employed,2023-01-01,2099-12-31,True
4788,3980,Good,707,Medium,125K-200K,Retired,2023-01-01,2099-12-31,True
4789,3981,Good,661,Medium,60K-90K,Employed,2023-01-01,2099-12-31,True
4790,3982,Fair,642,High,125K-200K,Employed,2023-01-01,2099-12-31,True
4791,3983,Very Good,772,Medium,40K-60K,Employed,2023-01-01,2099-12-31,True
4792,3984,Good,701,New/Thin File,90K-125K,Student,2023-01-01,2099-12-31,True
4793,3985,Good,690,Medium,200K+,Retired,2023-01-01,2099-12-31,True
4794,3986,Good,688,Low,125K-200K,Employed,2023-01-01,2099-12-31,True
4795,3987,Excellent,787,Low,40K-60K,Employed,2023-01-01,2099-12-31,True
4796,3988,Fair,589,High,60K-90K,Employed,2023-01-01,2099-12-31,True
4797,3989,Poor,577,High,40K-60K,Employed,2023-01-01,2099-12-31,True
4798,3990,Very Good,745,High,125K-200K,Employed,2023-01-01,2099-12-31,True
4799,3991,Very Good,761,Medium,200K+,Newcomer/Temporary,2023-01-01,2099-12-31,True
4800,3992,Good,708,Low,<40K,Employed,2023-01-01,2099-12-31,True
4801,3993,Good,722,Medium,90K-125K,Retired,2023-01-01,2099-12-31,True
4802,3994,Very Good,,High,60K-90K,Employed,2023-01-01,2024-12-31,False
4803,3994,Good,663,Low,60K-90K,Employed,2025-01-01,2099-12-31,True
4804,3995,Fair,599,Medium,60K-90K,Retired,2023-01-01,2099-12-31,True
4805,3996,No Score,,Medium,90K-125K,Employed,2023-01-01,2099-12-31,True
4806,3997,Poor,542,High,90K-125K,Employed,2023-01-01,2099-12-31,True
4807,3998,Good,,Low,90K-125K,Student,2023-01-01,2024-12-31,False
4808,3998,Very Good,761,Low,90K-125K,Student,2025-01-01,2099-12-31,True
4809,3999,Very Good,,Low,200K+,Employed,2023-01-01,2024-12-31,False
4810,3999,No Score,,Medium,200K+,Employed,2025-01-01,2099-12-31,True
4811,4000,Very Good,731,Medium,40K-60K,Employed,2023-01-01,2099-12-31,True
4812,4001,Fair,591,Low,40K-60K,Retired,2023-01-01,2099-12-31,True
4813,4002,Good,691,Medium,90K-125K,Employed,2023-01-01,2099-12-31,True
4814,4003,Excellent,826,Medium,90K-125K,Self-employed,2023-01-01,2099-12-31,True
